25
-1	384	2720	96	16	
-1	1632	2720	32	16	
-1	1760	2720	32	16	
-1	320	2752	64	16	
-1	1600	2752	32	16	
-1	1664	2752	32	16	
-1	1728	2752	32	16	
-1	224	2784	96	16	
-1	1504	2784	96	16	
-1	1696	2784	32	16	
-1	2016	2784	48	16	
-1	2448	2784	32	16	
-1	192	2816	32	16	
-1	1472	2816	32	16	
-1	1984	2816	32	16	
-1	0	2848	192	16	
-1	1184	2848	288	16	
-1	1792	2848	192	16	
-1	2400	3552	128	16	
-1	2368	3728	64	16	
-1	2432	3760	64	16	
-1	2720	3760	96	16	
-1	2496	3792	224	16	
23	272	2768	18	15	256	2752	48	48	
23	302	2768	18	15	288	2752	64	48	
