39
-1	2304	3248	32	64	
-1	2304	3312	80	80	
-1	2304	3456	32	240	
-1	2528	3552	32	16	
-1	2816	3664	656	16	
-1	3488	3664	96	16	
-1	2304	3696	64	48	
-1	2816	3760	800	16	
-1	2720	3792	96	16	
-1	3584	3792	256	32	
-1	2304	2896	16	112	
-1	2304	3200	16	48	
-1	2304	3392	16	64	
-1	384	2736	96	32	
-1	1632	2736	32	32	
-1	1760	2736	32	32	
-1	320	2768	160	32	
-1	1600	2768	96	32	
-1	1728	2768	64	32	
-1	224	2800	256	32	
-1	1504	2800	288	32	
-1	2016	2800	48	32	
-1	192	2832	288	32	
-1	1472	2832	320	32	
-1	1984	2832	80	32	
-1	0	2864	480	16	
-1	1184	2864	880	16	
-1	2304	3008	32	192	
-1	2400	3568	160	32	
-1	2304	3744	128	32	
-1	2304	3776	192	32	
-1	2720	3776	592	16	
-1	3328	3776	288	16	
-1	2304	3808	512	16	
-1	2544	2656	16	896	
-1	2448	2800	32	96	
24	3587	3608	256	224	3568	3584	288	256	
25	3779	3755	31	32	3568	3600	288	224	
3	3697	3704	32	48	3568	3600	272	240	
