216
-5	2000	1712	32	16	
-5	1920	1872	128	16	
-5	673	3312	16	16	
-5	688	3311	16	16	
-5	1186	2351	16	16	
-5	1202	2349	16	16	
-1	1280	1248	32	144	
-1	1344	1408	192	48	
-1	1792	1408	192	16	
-1	1792	1424	96	16	
-1	1280	1456	32	64	
-1	1504	1456	32	64	
-1	1280	1520	64	16	
-1	1504	1664	32	96	
-1	1792	1728	128	32	
-1	1792	1760	64	32	
-1	1280	1792	64	32	
-1	1792	1792	32	240	
-1	1280	1824	96	48	
-1	1280	1904	32	64	
-1	3088	1936	16	32	
-1	1280	1968	64	16	
-1	1280	2032	32	64	
-1	1504	2032	32	176	
-1	1792	2032	96	32	
-1	1792	2064	128	32	
-1	1280	2096	208	48	
-1	1792	2096	512	32	
-1	3088	2096	256	32	
-1	1472	2144	16	32	
-1	1344	2208	16	96	
-1	1472	2240	64	64	
-1	1216	2336	320	32	
-1	832	2368	192	16	
-1	864	2384	160	16	
-1	880	2400	144	16	
-1	928	2416	96	16	
-1	944	2432	80	16	
-1	960	2448	64	64	
-1	992	2544	32	128	
-1	816	2704	16	32	
-1	832	3168	16	96	
-1	960	3200	64	64	
-1	704	3296	320	32	
-1	1280	1392	48	64	
-1	1792	1440	80	32	
-1	1792	1472	96	32	
-1	1792	1504	64	32	
-1	1280	1536	32	256	
-1	1792	1536	32	96	
-1	1792	1632	96	96	
-1	1504	1840	32	128	
-1	1280	1872	208	32	
-1	1840	1888	208	16	
-1	3088	1920	256	16	
-1	3328	1936	16	160	
-1	1280	1984	32	32	
-1	1504	1984	32	32	
-1	1280	2016	64	16	
-1	1216	2320	64	16	
-1	960	2528	64	16	
-1	992	2768	32	144	
-1	800	2832	48	32	
-1	816	2992	16	32	
-1	992	3008	32	160	
-1	704	3280	64	16	
-1	1632	1280	160	32	
-1	1568	1312	416	32	
-1	1536	1344	288	32	
-1	1504	1376	480	16	
-1	2000	1376	16	48	
-1	1344	1392	640	16	
-1	1904	1472	112	32	
-1	1472	1520	64	64	
-1	1888	1568	32	16	
-1	1952	1568	32	16	
-1	1344	1584	192	48	
-1	1328	1632	208	32	
-1	1904	1632	16	64	
-1	2000	1728	32	16	
-1	1472	1760	64	32	
-1	1440	1792	96	32	
-1	1904	1808	32	16	
-1	2000	1808	32	16	
-1	1408	1824	128	16	
-1	1840	1872	80	16	
-1	1472	1968	64	16	
-1	1408	2000	32	16	
-1	1360	2016	16	16	
-1	1472	2016	64	16	
-1	2208	2064	976	32	
-1	1376	2208	16	32	
-1	1424	2208	112	32	
-1	1040	2256	32	16	
-1	1120	2272	64	32	
-1	1216	2288	32	32	
-1	1376	2288	48	16	
-1	1088	2304	96	32	
-1	1456	2304	80	32	
-1	960	2336	224	16	
-1	832	2352	352	16	
-1	816	2464	80	16	
-1	816	2512	16	16	
-1	848	2512	176	16	
-1	816	2592	64	32	
-1	912	2592	64	32	
-1	960	2672	64	32	
-1	928	2704	96	64	
-1	896	2736	16	32	
-1	800	2800	32	32	
-1	896	2832	80	32	
-1	928	2912	96	32	
-1	896	2944	128	32	
-1	864	2976	160	32	
-1	768	3072	160	32	
-1	960	3072	16	64	
-1	864	3168	16	32	
-1	912	3168	112	32	
-1	0	3200	80	16	
-1	96	3200	64	16	
-1	176	3200	16	16	
-1	224	3200	112	16	
-1	352	3200	64	16	
-1	432	3200	16	16	
-1	480	3200	32	16	
-1	528	3216	32	16	
-1	608	3232	64	32	
-1	704	3248	32	32	
-1	864	3248	48	16	
-1	576	3264	96	32	
-1	944	3264	80	32	
-1	0	3296	672	32	
-1	1376	1552	32	32	
-1	1376	2064	32	32	
-1	1152	2240	32	32	
-1	128	3168	32	32	
-1	384	3168	32	32	
-1	640	3200	32	32	
-1	160	3232	32	32	
-1	416	3232	32	32	
-1	128	3264	64	32	
-1	384	3264	64	32	
-1	2256	1920	48	48	
-1	2256	1968	848	32	
-2	1984	1376	16	96	
-2	1328	1392	16	96	
-2	1888	1472	16	32	
-2	1344	1520	16	64	
-2	1312	1632	16	160	
-2	1888	1632	16	64	
-2	1488	1872	16	96	
-2	1824	1872	16	96	
-2	1344	2016	16	80	
-2	1488	2096	16	112	
-2	1360	2208	16	96	
-2	816	2352	16	112	
-2	832	2512	16	80	
-2	976	2592	16	80	
-2	800	2704	16	96	
-2	912	2736	16	96	
-2	976	2832	16	80	
-2	800	2992	16	80	
-2	976	3072	16	96	
-2	848	3168	16	96	
-2	80	3200	16	96	
-2	160	3200	16	32	
-2	336	3200	16	96	
-2	416	3200	16	32	
5	256	3180	16	20	176	3104	240	192	
5	304	3245	16	20	176	3104	240	192	
5	320	3166	16	20	176	3104	240	192	
5	576	3183	16	20	432	3104	240	192	
5	622	3230	16	20	432	3104	240	192	
5	641	3167	16	20	432	3104	240	192	
6	816	3170	15	16	704	3168	304	128	
6	944	3204	15	16	704	3136	304	160	
6	976	3013	15	16	768	2864	256	208	
6	880	2946	15	16	768	2864	256	208	
6	913	2916	15	16	768	2864	256	208	
106	849	2832	15	16	768	2624	256	224	
6	913	2706	15	16	768	2624	256	224	
6	945	2675	15	16	768	2624	256	224	
106	881	2593	15	16	768	2384	272	224	
6	944	2451	15	16	768	2384	256	224	
6	913	2418	15	16	768	2384	256	224	
7	1090	2272	14	19	784	2160	560	192	
7	1121	2248	14	19	784	2160	560	192	
7	1153	2207	14	19	784	2160	560	192	
102	1344	2309	16	16	1216	2144	288	192	
102	1376	2246	16	16	1216	2144	288	208	
2	1451	2272	16	16	1184	2144	320	192	
2	1487	2036	16	16	1264	1904	272	192	
2	1385	2000	16	16	1264	1904	272	192	
2	1450	1969	16	16	1264	1904	272	192	
102	1361	2042	16	16	1264	1904	272	192	
102	1409	1845	16	16	1280	1664	240	208	
2	1387	1824	16	16	1280	1664	240	208	
2	1416	1792	16	16	1280	1664	240	208	
2	1450	1760	16	16	1280	1664	240	208	
2	1471	1728	16	16	1280	1664	240	208	
2	1316	1489	16	16	1280	1424	256	208	
2	1413	1552	16	16	1280	1424	256	208	
2	1324	1584	16	16	1280	1424	256	208	
102	1329	1541	16	16	1280	1424	256	208	
102	1473	1465	16	16	1280	1424	256	208	
5	1888	1291	16	20	1776	1184	272	192	
5	1953	1261	16	20	1776	1184	272	192	
5	1935	1342	16	20	1776	1184	272	192	
10	1827	1357	14	16	1776	1184	272	192	
4	2031	1545	17	21	1792	1424	256	208	
4	2029	1783	17	21	1792	1632	256	240	
3	2017	2036	32	48	1824	1904	304	192	
8	2544	2055	16	8	2528	2032	48	32	
108	2689	2005	16	8	2640	1984	96	48	
8	2862	2054	16	8	2832	2032	80	48	
9	3287	2055	25	32	3104	1936	224	160	
